STT,Ho va ten,Ma sinh vien,Chuyen can,Kiem tra giua ky,Diem BTL,Kiem tra cuoi ky,TBM
3059,Do Manh Minh,B22DCKT205,6.6,1.1,4.1,6.8,4.6
3060,Dang Duc Linh,B22DCPT620,8.7,7.8,6.3,2.0,6.2
3061,Nguyen Xuan Khanh,B22DCVT412,6.3,7.2,1.2,8.0,5.7
3062,Bui Ngoc Hoa,B22DCFT708,6.3,8.7,9.3,2.4,6.7
3063,Ta Xuan Viet,B22DCKH628,9.2,2.2,0.4,4.9,4.2
3064,Ngo Minh Yen,B22DCBC597,9.3,0.8,4.3,9.4,6.0
3065,Tran Minh Huy,B22DCVT129,6.3,3.7,0.6,9.9,5.1
3066,Ngo Xuan Ha,B22DCCN622,8.6,3.7,1.5,9.3,5.8
3067,Hoang Manh An,B22DCCN501,10.0,5.0,0.3,1.8,4.3
3068,Le Van Phuc,B22DCKT097,6.8,2.2,7.7,4.7,5.3
3069,Mai Quang Chau,B22DCPT255,7.8,5.2,5.4,7.4,6.4
3070,Ngo Dinh Khanh,B22DCQT542,9.7,4.1,2.4,4.8,5.2
3071,Mai Xuan Nam,B22DCVT951,6.5,6.2,3.6,6.4,5.7
3072,Le Minh Quan,B22DCCN638,7.7,7.8,9.8,8.6,8.5
3073,Le Dinh Chi,B22DCFT838,7.9,4.6,0.6,0.8,3.5
3074,Do Cong Nam,B22DCPT726,8.8,3.4,10.0,8.6,7.7
3075,Duong Duc Viet,B22DCFT877,7.8,0.9,6.6,2.1,4.3
3076,Ho Ngoc Trung,B22DCKH494,6.7,0.4,2.3,3.3,3.2
3077,Bui Duc Hai,B22DCKT614,6.2,2.3,1.0,0.8,2.6
3078,Bui Van Binh,B22DCQT552,8.0,2.5,7.6,6.1,6.1
3079,Huynh Minh Ngan,B22DCBC112,8.7,6.6,9.8,1.2,6.6
3080,Ho Gia Hoa,B22DCKH650,9.5,3.7,8.2,4.7,6.5
3081,Nguyen Cong Ly,B22DCBC510,6.2,4.0,5.4,3.3,4.7
3082,Ho Thu Long,B22DCCN079,7.4,0.1,3.0,9.7,5.0
3083,Pham Manh Thao,B22DCBC427,7.5,0.4,6.1,2.3,4.1
3084,Vu Ngoc Nga,B22DCPT389,7.2,4.8,3.6,7.9,5.9
3085,Ta Minh Hung,B22DCKT213,7.5,2.1,4.8,0.2,3.6
3086,Le Minh Vy,B22DCKT338,7.2,6.9,1.6,4.8,5.1
3087,Ngo Manh Ha,B22DCVT837,7.5,1.2,7.9,8.2,6.2
3088,Nguyen Quoc Ngan,B22DCPT038,6.7,4.8,1.0,8.7,5.3
3089,Do Ngoc Giang,B22DCKT391,8.4,3.2,9.6,3.1,6.1
3090,Do Thi Yen,B22DCAT572,6.9,0.7,2.4,0.3,2.6
3091,Ta Xuan Ha,B22DCKT543,6.7,2.8,6.0,4.7,5.0
3092,Hoang Cong Huy,B22DCVT826,9.9,0.8,9.4,0.7,5.2
3093,Bui Gia Dung,B22DCKT443,8.3,5.8,4.5,3.6,5.6
3094,Ngo Duc Dung,B22DCVT711,6.9,7.4,6.7,2.2,5.8
3095,Duong Manh Viet,B22DCCN033,9.9,4.7,1.5,7.6,5.9
3096,Nguyen Thu Hung,B22DCFT299,9.0,5.6,8.6,9.7,8.2
3097,Ho Manh Phuc,B22DCVT309,8.0,7.3,4.7,4.4,6.1
3098,Ly Dinh Quang,B22DCBC757,6.0,8.3,1.4,4.7,5.1
3099,Ly Xuan Giang,B22DCQT485,9.9,3.4,6.1,2.4,5.4
3100,Doan Manh Thang,B22DCMR079,8.3,3.5,4.3,7.5,5.9
3101,Ngo Huu Long,B22DCBC547,8.2,9.4,2.7,1.9,5.5
3102,Bui Van Ngoc,B22DCCN340,7.9,4.3,4.7,7.5,6.1
3103,Ly Ngoc Duy,B22DCQT472,7.2,2.3,9.4,3.7,5.6
3104,Duong Van Vy,B22DCAT816,6.8,2.5,6.7,8.6,6.2
3105,Nguyen Dinh Viet,B22DCKT419,7.8,3.6,7.6,4.0,5.8
3106,Nguyen Xuan Quang,B22DCKT185,6.6,8.5,4.1,3.0,5.5
3107,Bui Thanh Huy,B22DCMR934,8.7,8.7,6.7,5.0,7.3
3108,Doan Ngoc Thao,B22DCFT460,8.2,6.9,8.7,2.1,6.5
3109,Le Van Lan,B22DCBC277,8.3,7.9,4.5,4.5,6.3
3110,Mai Dinh Khanh,B22DCKT954,8.9,3.4,0.2,8.0,5.1
3111,Vo Thanh Ly,B22DCBC497,6.9,1.0,7.8,2.6,4.6
3112,Duong Duc Chau,B22DCCN040,8.7,4.9,4.0,1.6,4.8
3113,Ta Dinh Nhi,B22DCKH254,8.9,0.8,1.1,4.0,3.7
3114,Pham Huu Tam,B22DCPT646,8.7,1.1,4.5,8.9,5.8
3115,Mai Quoc Thao,B22DCMR767,7.2,4.8,7.9,5.6,6.4
3116,Hoang Cong Phong,B22DCKH320,9.1,1.7,5.9,6.1,5.7
3117,Le Dinh Quang,B22DCCN065,9.2,1.6,0.5,5.9,4.3
3118,Ta Ngoc Lan,B22DCBC634,8.5,6.4,7.2,6.9,7.2
3119,Ngo Manh Ha,B22DCBC116,7.9,0.7,6.3,3.2,4.5
3120,Do Dinh Binh,B22DCMR675,8.8,9.5,4.4,7.3,7.5
3121,Phan Cong Mai,B22DCAT185,7.7,2.7,8.9,2.5,5.5
3122,Dang Quoc Quan,B22DCBC792,9.9,6.5,8.1,3.6,7.0
3123,Vu Gia Chau,B22DCBC012,6.7,1.8,9.6,4.0,5.5
3124,Ngo Thi Phong,B22DCBC521,8.8,5.1,0.7,7.1,5.4
3125,Le Dinh Son,B22DCVT536,9.4,2.6,2.0,3.6,4.4
3126,Duong Van Quang,B22DCVT343,7.2,2.6,8.6,3.6,5.5
3127,Ho Dinh Trung,B22DCFT291,7.3,1.7,1.4,2.5,3.2
3128,Pham Ngoc Huy,B22DCAT160,9.0,6.2,7.6,9.1,8.0
3129,Hoang Minh Nga,B22DCQT190,6.9,3.2,7.7,7.6,6.3
3130,Ho Van Quan,B22DCAT985,9.4,8.1,4.7,1.9,6.0
3131,Do Minh Bao,B22DCAT501,7.2,9.5,4.2,5.1,6.5
3132,Duong Thanh Tu,B22DCKH703,9.1,9.8,1.8,3.9,6.1
3133,Pham Cong Hoa,B22DCPT211,7.7,0.7,5.8,2.9,4.3
3134,Hoang Dinh Dung,B22DCAT678,9.7,0.7,1.6,3.2,3.8
3135,Ngo Manh Tu,B22DCFT199,8.1,8.9,8.9,5.0,7.7
3136,Le Dinh Khanh,B22DCAT857,8.8,5.3,7.1,0.1,5.3
3137,Mai Duc Trang,B22DCFT536,6.4,7.7,2.9,4.0,5.2
3138,Doan Minh Ly,B22DCPT440,7.6,5.7,7.9,3.0,6.1
3139,Dinh Gia Dung,B22DCAT440,6.9,0.4,7.9,9.5,6.2
3140,Ly Minh Huong,B22DCKH533,6.6,6.9,6.1,1.2,5.2
3141,Vu Cong Nam,B22DCVT895,7.5,7.1,7.8,4.4,6.7
3142,Dang Ngoc Tuan,B22DCAT481,6.7,4.5,1.5,6.0,4.7
3143,Dang Dinh Chau,B22DCPT422,8.7,6.5,9.0,5.9,7.5
3144,Le Van Linh,B22DCMR485,8.8,9.6,7.2,1.8,6.8
3145,Vo Gia Tu,B22DCAT062,8.6,6.7,10.0,0.7,6.5
3146,Vu Huu Dung,B22DCQT995,7.4,8.2,0.7,9.1,6.3
3147,Duong Dinh Hung,B22DCKH618,9.4,0.9,5.5,4.9,5.2
3148,Dang Quoc Hieu,B22DCKT678,8.4,1.5,1.2,8.2,4.8
3149,Tran Bao Son,B22DCAT853,9.1,3.6,2.8,6.3,5.5
3150,Ngo Quoc Ly,B22DCKH674,7.0,9.8,5.8,3.5,6.5
3151,Pham Huu Nhi,B22DCMR447,6.1,3.0,3.6,1.8,3.6
3152,Do Bao Chi,B22DCAT538,8.6,4.8,9.3,9.9,8.2
3153,Huynh Huu Nga,B22DCCN544,6.2,2.7,0.9,3.2,3.2
3154,Ngo Thu Huy,B22DCAT019,8.4,5.3,5.1,0.6,4.8
3155,Dinh Minh Huong,B22DCCN975,8.9,5.3,8.3,9.9,8.1
3156,Ly Xuan Yen,B22DCQT420,6.2,1.8,6.5,2.8,4.3
3157,Dinh Ngoc Trung,B22DCQT697,6.1,1.1,0.2,2.3,2.4
3158,Vo Gia Lan,B22DCCN644,9.7,1.5,6.6,5.9,5.9
3159,Duong Minh Duy,B22DCFT384,9.9,2.5,9.6,8.1,7.5
3160,Mai Manh Chi,B22DCMR014,8.8,4.0,1.0,4.6,4.6
3161,Nguyen Gia Khanh,B22DCKT553,6.9,2.9,2.2,4.8,4.2
3162,Vu Gia Nga,B22DCPT285,8.9,7.1,3.0,5.6,6.2
3163,Dinh Thanh Hai,B22DCMR099,6.7,5.6,2.5,0.9,3.9
3164,Duong Van Ngan,B22DCMR009,8.1,9.4,1.8,4.4,5.9
3165,Bui Ngoc Hung,B22DCBC644,9.9,7.1,4.5,7.3,7.2
3166,Vu Huu Hung,B22DCAT291,7.4,9.7,5.6,8.2,7.7
3167,Do Duc Yen,B22DCKH561,6.8,8.2,4.0,4.7,5.9
3168,Huynh Bao Chi,B22DCMR612,8.0,7.6,4.3,7.5,6.8
3169,Do Quoc Viet,B22DCQT783,7.8,1.7,8.8,4.8,5.8
3170,Huynh Minh Phuong,B22DCAT180,6.4,8.5,3.0,9.5,6.8
3171,Bui Thu Son,B22DCPT837,8.4,3.5,2.8,6.6,5.3
3172,Ngo Xuan Ngoc,B22DCMR541,8.2,3.6,9.1,2.0,5.7
3173,Hoang Dinh Giang,B22DCKH920,7.0,5.2,2.2,7.2,5.4
3174,Bui Thu Anh,B22DCQT444,6.6,5.8,8.0,6.2,6.6
3175,Pham Manh Dung,B22DCMR082,8.2,5.4,0.5,3.3,4.3
3176,Dang Thi Trang,B22DCQT940,7.1,6.9,3.9,8.0,6.5
3177,Duong Gia Thang,B22DCPT789,8.1,7.3,8.7,6.2,7.6
3178,Vu Bao Hoa,B22DCFT676,8.0,7.1,3.8,9.8,7.2
3179,Vo Duc Phong,B22DCAT313,6.7,6.4,4.5,0.0,4.4
3180,Ta Quoc Ngoc,B22DCKT753,7.9,4.6,5.1,3.3,5.2
3181,Do Quang Thang,B22DCPT893,7.9,2.7,2.0,2.6,3.8
3182,Vo Bao An,B22DCCN063,7.1,3.7,2.5,3.3,4.2
3183,Vo Ngoc Dung,B22DCAT827,7.4,1.4,4.0,9.3,5.5
3184,Do Quoc Mai,B22DCCN002,9.8,5.5,7.5,0.5,5.8
3185,Phan Van Nga,B22DCPT810,7.2,6.3,3.4,4.1,5.2
3186,Pham Thi Viet,B22DCBC367,8.3,4.0,9.0,8.8,7.5
3187,Bui Xuan Nam,B22DCCN687,8.2,4.5,6.1,9.2,7.0
3188,Dinh Minh Binh,B22DCAT055,9.6,8.3,0.8,4.8,5.9
3189,Dang Ngoc Son,B22DCCN323,7.4,7.8,2.7,8.1,6.5
3190,Dinh Gia Mai,B22DCPT135,7.7,8.3,6.2,6.4,7.2
3191,Dang Manh Nga,B22DCKT908,9.0,9.3,2.8,6.1,6.8
3192,Tran Thu Anh,B22DCKH163,9.9,9.6,5.3,3.7,7.1
3193,Vo Van Nga,B22DCFT406,7.8,5.6,5.2,5.4,6.0
3194,Ho Duc Mai,B22DCCN439,8.6,7.9,9.9,4.2,7.6
3195,Hoang Quang Minh,B22DCPT962,6.1,2.5,5.2,2.2,4.0
3196,Vu Ngoc Phuong,B22DCKH937,7.2,8.3,8.5,0.9,6.2
3197,Ho Dinh Chi,B22DCPT508,9.4,3.0,9.7,5.7,7.0
3198,Do Thanh Dung,B22DCKH446,9.4,4.7,9.4,1.7,6.3
3199,Ngo Thi Tam,B22DCFT060,8.7,4.0,8.1,5.5,6.6
3200,Hoang Quoc Anh,B22DCKH097,8.3,4.9,8.5,7.4,7.3
3201,Doan Dinh Vy,B22DCFT206,6.0,2.5,4.9,1.3,3.7
3202,Tran Quang Nga,B22DCCN026,9.8,5.3,2.4,9.9,6.8
3203,Doan Thi Chi,B22DCKH697,7.9,0.6,6.1,9.5,6.0
3204,Duong Huu Huong,B22DCKH662,9.9,1.9,0.5,8.9,5.3
3205,Dinh Thanh Ngoc,B22DCCN755,7.3,8.0,4.5,2.7,5.6
3206,Doan Xuan Linh,B22DCCN781,9.8,3.5,8.1,9.8,7.8
3207,Vo Van Ngan,B22DCBC743,7.5,9.7,2.6,2.4,5.5
3208,Nguyen Quoc Thao,B22DCCN095,7.6,8.6,9.8,0.1,6.5
3209,Ta Thu Ngan,B22DCKT193,6.8,9.9,0.2,1.7,4.6
3210,Vo Manh Phuong,B22DCMR177,6.9,2.2,4.6,1.3,3.8
3211,Dinh Thi Linh,B22DCPT082,6.3,2.9,7.5,5.7,5.6
3212,Pham Dinh Ngoc,B22DCCN593,8.4,2.8,6.7,7.4,6.3
3213,Ly Quang An,B22DCCN891,8.0,4.2,3.2,9.5,6.2
3214,Bui Dinh Tu,B22DCFT945,7.7,1.0,8.2,6.5,5.8
3215,Vo Cong Giang,B22DCFT415,8.2,1.6,2.7,3.5,4.0
3216,Huynh Minh Nga,B22DCAT535,8.7,8.4,0.7,7.5,6.3
3217,Mai Ngoc Hai,B22DCMR030,8.2,1.0,7.0,6.0,5.5
3218,Huynh Van An,B22DCKH447,7.5,8.1,6.2,5.4,6.8
3219,Ly Dinh Hoa,B22DCKH483,6.6,6.2,7.1,8.6,7.1
3220,Ta Gia Vy,B22DCMR273,6.4,6.5,2.0,1.2,4.0
3221,Pham Van Quang,B22DCCN856,6.2,3.4,3.2,7.2,5.0
3222,Le Thu Tu,B22DCFT437,7.1,5.8,6.5,7.3,6.7
3223,Vu Thu Dung,B22DCMR145,6.1,0.5,1.7,3.6,3.0
3224,Ngo Xuan Giang,B22DCPT032,9.5,5.2,8.0,2.5,6.3
3225,Vu Quang Ngan,B22DCMR848,6.0,1.9,5.6,3.7,4.3
3226,Ho Quoc Mai,B22DCVT763,9.6,0.8,3.0,4.2,4.4
3227,Mai Duc Phong,B22DCMR837,8.3,1.8,3.0,8.1,5.3
3228,Ho Xuan Minh,B22DCKH735,8.7,0.6,2.3,5.0,4.1
3229,Hoang Thanh Mai,B22DCKT191,8.0,3.8,0.5,1.9,3.6
3230,Ngo Quoc Binh,B22DCFT398,8.2,1.2,9.6,2.9,5.5
3231,Vu Thanh Trung,B22DCPT832,8.7,6.6,0.8,3.1,4.8
3232,Hoang Quoc Viet,B22DCQT025,7.5,6.1,5.8,6.8,6.5
3233,Le Minh Tuan,B22DCPT249,6.0,6.7,4.9,7.7,6.3
3234,Ta Thu Huong,B22DCQT072,8.9,0.9,4.6,8.9,5.8
3235,Bui Thi Long,B22DCFT751,7.5,5.7,7.0,1.4,5.4
3236,Vo Dinh Trung,B22DCPT297,7.7,6.5,9.5,7.6,7.8
3237,Dang Huu Hai,B22DCAT552,6.8,3.9,5.2,6.2,5.5
3238,Vo Quoc Quan,B22DCMR500,7.9,5.7,2.3,1.4,4.3
3239,Tran Huu Khanh,B22DCKT976,7.8,8.1,0.6,9.4,6.5
3240,Dinh Bao Ngoc,B22DCCN514,8.7,9.2,2.0,6.5,6.6
3241,Phan Huu Hieu,B22DCBC698,7.9,2.3,2.2,1.1,3.4
3242,Dang Thanh Tam,B22DCAT472,6.2,8.6,3.5,6.7,6.2
3243,Ho Bao Phuc,B22DCAT592,9.4,9.2,6.3,3.2,7.0
3244,Doan Minh Ha,B22DCCN186,8.6,7.1,1.5,6.0,5.8
3245,Nguyen Thi Chi,B22DCVT952,9.7,5.4,5.3,9.8,7.5
3246,Doan Huu Lan,B22DCBC665,9.9,2.3,2.9,4.8,5.0
3247,Bui Quang Thang,B22DCKH396,6.7,0.5,7.3,3.5,4.5
3248,Huynh Quoc Hieu,B22DCMR785,8.5,9.7,3.7,5.9,6.9
3249,Do Xuan Thang,B22DCPT268,7.1,7.0,1.3,8.0,5.8
3250,Dang Duc Ngan,B22DCMR046,7.8,4.2,5.5,3.1,5.2
3251,Do Thu Hung,B22DCMR370,8.1,7.3,8.8,3.4,6.9
3252,Vu Van Hai,B22DCAT541,8.5,4.9,2.0,5.2,5.2
3253,Do Quoc Lan,B22DCAT096,6.7,3.7,0.2,9.5,5.0
3254,Bui Quoc Giang,B22DCQT721,6.4,6.2,3.1,2.7,4.6
3255,Doan Quoc Phuc,B22DCKH459,8.9,6.7,1.7,3.9,5.3
3256,Tran Thanh Quan,B22DCCN920,6.5,6.7,0.3,4.9,4.6
3257,Dang Minh Giang,B22DCBC459,6.5,1.7,8.9,6.1,5.8
3258,Dinh Manh Trang,B22DCKT270,8.4,2.8,9.3,5.9,6.6
3259,Ly Van Duy,B22DCFT781,7.1,2.2,4.2,1.7,3.8
3260,Ngo Quoc Minh,B22DCPT522,6.6,4.7,5.2,1.3,4.5
3261,Le Dinh Trang,B22DCCN426,9.1,8.0,3.9,6.6,6.9
3262,Le Minh Khanh,B22DCKT876,9.7,3.9,8.7,0.0,5.6
3263,Ta Thanh Quang,B22DCQT596,7.8,0.5,7.4,5.5,5.3
3264,Ly Minh Ngoc,B22DCVT514,8.4,9.8,9.9,0.0,7.0
3265,Do Thanh Phong,B22DCMR185,9.2,7.4,5.8,2.6,6.3
3266,Mai Ngoc Dung,B22DCFT646,8.7,8.1,6.3,4.7,6.9
3267,Phan Cong Vy,B22DCQT014,8.4,8.3,8.1,7.9,8.2
3268,Tran Quang Tu,B22DCPT187,8.1,2.4,2.1,4.1,4.2
3269,Do Huu Thang,B22DCVT053,8.1,8.5,7.9,3.7,7.0
3270,Tran Cong Viet,B22DCMR311,8.6,7.4,2.6,1.2,5.0
3271,Doan Manh Thang,B22DCBC657,9.3,2.0,4.6,7.0,5.7
3272,Phan Bao Linh,B22DCVT991,8.5,6.6,8.6,6.2,7.5
3273,Ly Thanh Hung,B22DCCN014,9.3,4.9,5.2,8.6,7.0
3274,Vu Ngoc Phuc,B22DCCN286,9.8,5.0,2.5,0.5,4.5
3275,Duong Duc Binh,B22DCQT434,8.0,6.1,9.7,1.9,6.4
3276,Dang Huu Tu,B22DCBC695,7.8,7.2,6.1,1.5,5.7
3277,Nguyen Xuan Quang,B22DCVT602,7.9,1.2,1.9,1.4,3.1
3278,Ta Bao Mai,B22DCFT969,9.7,2.2,8.0,4.4,6.1
3279,Vo Thanh Trung,B22DCKT050,8.4,8.7,3.1,4.6,6.2
3280,Nguyen Van Bao,B22DCPT635,6.7,7.4,8.3,2.2,6.2
3281,Ngo Thu Mai,B22DCVT728,9.5,4.4,9.3,8.6,8.0
3282,Duong Cong Thang,B22DCQT205,8.9,6.8,4.1,6.1,6.5
3283,Bui Gia Yen,B22DCAT730,7.0,2.4,9.6,0.9,5.0
3284,Le Manh Bao,B22DCVT719,8.6,7.8,0.6,5.9,5.7
3285,Do Duc Son,B22DCKH666,8.2,4.0,0.6,3.3,4.0
3286,Tran Huu Bao,B22DCCN792,9.8,0.9,4.7,1.2,4.2
3287,Phan Van Nhi,B22DCKH807,9.4,9.2,8.5,8.1,8.8
3288,Phan Huu Nga,B22DCKH824,8.8,5.4,6.0,1.4,5.4
3289,Phan Huu Anh,B22DCKT028,7.6,9.6,5.3,1.3,6.0
3290,Ho Van Bao,B22DCKT415,8.0,1.2,1.6,5.0,3.9
3291,Mai Huu Dung,B22DCQT159,9.0,9.7,8.3,5.5,8.1
3292,Doan Manh Lan,B22DCKT020,6.4,4.1,6.3,8.8,6.4
3293,Pham Gia Viet,B22DCAT314,7.1,1.6,8.2,5.1,5.5
3294,Do Thu Trung,B22DCCN766,6.4,6.6,9.3,4.7,6.8
3295,Do Duc Nam,B22DCQT067,10.0,6.8,9.3,1.7,7.0
3296,Huynh Cong An,B22DCKT546,7.7,7.8,9.9,8.7,8.5
3297,Vu Xuan Quang,B22DCQT970,9.3,6.0,1.3,4.4,5.2
3298,Bui Dinh Viet,B22DCKT497,9.2,3.7,5.8,8.0,6.7
3299,Doan Ngoc Hung,B22DCBC002,6.6,6.6,7.1,4.2,6.1
3300,Ta Ngoc Khanh,B22DCPT923,9.1,4.7,5.2,8.5,6.9
3301,Huynh Cong Hai,B22DCMR261,6.3,4.7,6.4,7.0,6.1
3302,Dinh Duc Ha,B22DCBC078,7.8,7.3,3.9,9.3,7.1
3303,Mai Ngoc Nam,B22DCMR248,8.7,4.4,2.5,7.2,5.7
3304,Huynh Van Nhi,B22DCKH007,7.9,0.2,5.8,7.8,5.4
3305,Tran Thanh Hoa,B22DCQT199,9.9,1.8,5.6,9.2,6.6
3306,Ho Ngoc Dung,B22DCCN163,7.5,1.9,9.0,4.3,5.7
3307,Tran Minh Tu,B22DCBC612,9.4,8.9,6.9,6.0,7.8
3308,Le Minh Duy,B22DCMR068,9.9,6.8,3.5,1.8,5.5
3309,Mai Van Phuong,B22DCKT503,6.1,5.8,4.1,8.2,6.0
3310,Ho Gia Quan,B22DCQT983,7.3,5.6,7.2,3.7,5.9
3311,Ngo Quang Thao,B22DCQT695,6.1,8.7,0.2,7.3,5.6
3312,Huynh Bao Phuc,B22DCBC647,9.2,6.0,7.7,1.9,6.2
3313,Pham Bao Hai,B22DCQT198,6.9,1.5,0.1,6.4,3.7
3314,Huynh Huu Thang,B22DCFT512,6.3,0.1,7.7,9.0,5.8
3315,Vo Duc Nam,B22DCQT736,9.4,3.8,1.0,1.6,3.9
3316,Vo Cong Trang,B22DCKT594,8.0,7.9,3.9,2.0,5.5
3317,Dang Thu Trung,B22DCBC047,8.2,9.5,3.4,0.4,5.4
3318,Tran Van Thao,B22DCKT479,9.0,8.7,6.4,9.0,8.3
3319,Vo Huu Ngoc,B22DCAT300,7.8,2.3,1.9,5.8,4.5
3320,Mai Dinh Minh,B22DCMR316,6.3,4.2,4.8,8.4,5.9
3321,Ta Quang Tam,B22DCVT325,6.0,8.6,9.2,5.5,7.3
3322,Nguyen Ngoc Long,B22DCPT746,6.3,8.3,6.9,6.7,7.0
3323,Vu Quang Chi,B22DCAT843,7.0,8.4,5.4,9.9,7.7
3324,Ly Minh Hai,B22DCMR870,6.3,6.1,4.9,2.7,5.0
3325,Le Thanh Bao,B22DCMR991,6.3,6.1,3.8,1.9,4.5
3326,Pham Gia Anh,B22DCAT247,7.8,4.6,4.6,5.9,5.7
3327,Vo Quang Hai,B22DCCN612,9.8,7.5,0.3,4.8,5.6
3328,Pham Minh Phuong,B22DCPT165,7.6,7.2,7.1,4.3,6.5
3329,Ta Ngoc Bao,B22DCKT327,6.1,6.9,1.7,1.9,4.1
3330,Tran Quang Giang,B22DCPT237,7.0,0.8,3.7,6.8,4.6
3331,Ta Gia Tu,B22DCCN578,8.4,0.2,3.5,1.2,3.3
3332,Ly Bao Phong,B22DCPT580,6.6,9.3,6.4,1.0,5.8
3333,Mai Cong Ngoc,B22DCKT789,7.2,2.4,0.8,0.5,2.7
3334,Ngo Minh Thang,B22DCKH111,8.4,8.7,2.4,6.0,6.4
3335,Mai Bao Viet,B22DCQT884,6.8,7.6,6.6,8.4,7.3
3336,Phan Van Huy,B22DCBC921,7.6,7.1,3.3,3.8,5.5
3337,Le Quoc Quang,B22DCPT651,9.4,0.5,5.9,4.5,5.1
3338,Huynh Quoc Hieu,B22DCMR700,7.5,3.7,9.1,6.5,6.7
3339,Hoang Dinh Hai,B22DCKH103,9.8,1.4,6.8,3.1,5.3
3340,Dinh Manh Quan,B22DCFT441,7.1,2.4,7.8,4.3,5.4
3341,Nguyen Gia Viet,B22DCAT723,9.5,6.8,2.1,1.7,5.0
3342,Nguyen Quoc Nhi,B22DCQT262,7.6,2.9,3.4,6.7,5.2
3343,Ho Ngoc Vy,B22DCVT353,6.5,4.2,9.3,4.5,6.1
3344,Ly Dinh Tu,B22DCQT939,6.5,0.0,7.1,3.8,4.3
3345,Pham Cong Trang,B22DCBC093,7.8,1.8,7.2,4.3,5.3
3346,Le Quoc Nga,B22DCKT515,8.0,8.0,4.7,3.1,6.0
3347,Tran Thanh Chi,B22DCBC131,8.0,8.4,8.9,4.8,7.5
3348,Huynh Xuan Tu,B22DCCN964,8.8,5.0,9.2,2.5,6.4
3349,Le Thanh Huong,B22DCKT795,6.2,2.2,1.7,0.6,2.7
3350,Vo Van Duy,B22DCVT363,6.2,2.0,4.7,5.6,4.6
3351,Phan Ngoc Phuc,B22DCKH659,7.9,3.8,8.2,3.5,5.8
3352,Vu Gia Binh,B22DCAT189,6.9,1.5,3.2,7.5,4.8
3353,Doan Cong Ha,B22DCMR012,9.1,0.5,6.6,0.2,4.1
3354,Ta Thu Hieu,B22DCPT731,9.0,9.1,2.6,6.7,6.9
3355,Pham Thi Quang,B22DCQT539,8.8,2.7,4.6,0.3,4.1
3356,Nguyen Thi Tu,B22DCKH404,7.8,6.9,4.8,8.4,7.0
3357,Dinh Huu Quan,B22DCKT021,10.0,2.0,6.5,2.8,5.3
3358,Do Thu Ngan,B22DCAT913,8.0,3.5,8.3,4.0,6.0
3359,Hoang Minh Quan,B22DCQT441,7.7,3.1,7.7,2.5,5.2
3360,Vu Minh Thang,B22DCMR330,9.6,4.4,6.9,3.5,6.1
3361,Ngo Dinh Tuan,B22DCKT668,8.6,6.4,4.3,9.7,7.2
3362,Le Thu Hai,B22DCBC710,9.9,4.3,1.7,2.9,4.7
3363,Huynh Van Ly,B22DCCN725,7.1,0.7,3.9,7.4,4.8
3364,Vo Gia Giang,B22DCCN240,6.4,5.6,0.1,0.6,3.2
3365,Dinh Quang Phong,B22DCKT168,6.7,7.9,8.9,1.8,6.3
3366,Ly Quang Hai,B22DCKH295,8.7,3.3,4.1,7.6,5.9
3367,Vo Huu Thang,B22DCBC737,7.4,6.8,4.5,1.8,5.1
3368,Tran Gia Chau,B22DCAT925,8.6,2.6,1.9,9.2,5.6
3369,Pham Van Minh,B22DCFT992,9.2,5.3,5.4,8.4,7.1
3370,Vu Manh Nhi,B22DCMR770,9.3,9.7,6.1,2.5,6.9
3371,Hoang Quang Tam,B22DCFT865,8.8,6.9,3.9,7.1,6.7
3372,Doan Quang Tu,B22DCPT005,7.9,5.3,3.8,9.9,6.7
3373,Phan Quang Bao,B22DCFT080,6.1,6.7,7.4,8.1,7.1
3374,Huynh Thi Huy,B22DCAT991,9.8,0.8,1.4,6.0,4.5
3375,Vu Thanh Ha,B22DCPT141,8.8,5.9,8.0,8.9,7.9
3376,Vo Thu Dung,B22DCMR898,9.4,5.3,6.5,5.7,6.7
3377,Pham Ngoc Tu,B22DCFT162,6.1,7.8,6.8,3.7,6.1
3378,Huynh Gia Huy,B22DCBC735,8.7,6.6,4.7,1.6,5.4
3379,Ngo Quoc Chau,B22DCPT549,8.5,8.3,8.4,3.6,7.2
3380,Ta Bao Nhi,B22DCBC798,7.9,6.0,3.6,9.8,6.8
3381,Ly Quang Vy,B22DCKH385,9.1,5.8,0.5,3.7,4.8
3382,Tran Xuan Nam,B22DCQT918,8.7,6.5,4.7,5.9,6.4
3383,Hoang Bao Tuan,B22DCKH692,6.8,0.7,2.1,0.4,2.5
3384,Dinh Dinh Chau,B22DCFT703,6.5,0.6,6.0,1.6,3.7
3385,Ho Quoc Mai,B22DCKT449,6.1,1.5,3.4,2.0,3.2
3386,Dinh Thu Vy,B22DCKT166,7.8,3.6,5.8,3.1,5.1
3387,Le Dinh Tu,B22DCQT342,9.5,7.4,2.5,7.0,6.6
3388,Ho Thu Hieu,B22DCCN432,8.4,7.5,5.8,4.3,6.5
3389,Le Quoc Thang,B22DCPT119,8.6,9.7,4.3,5.4,7.0
3390,Tran Huu Vy,B22DCKT644,9.9,9.1,0.5,4.4,6.0
3391,Mai Thi Thao,B22DCFT141,9.7,6.8,4.4,2.5,5.8
3392,Ly Bao Yen,B22DCFT961,7.6,2.6,1.6,1.5,3.3
